id,api_output,correctness,true_answer
240,"The game show you're referring to is ""Fort Boyard."" It featured contestants facing various physical and mental challenges in a fortress located off the coast of France. Leslie Grantham and Melinda Messenger were among the presenters of the show during its UK version.",True,"['Fort Boyard', 'Fort Boyard', 'fort boyard disambiguation', 'fort boyard', 'Fort Boyard (disambiguation)']"
241,"Marie Curie was born in Poland. Specifically, she was born in Warsaw, which was part of the Kingdom of Poland under Russian rule at the time of her birth in 1867.",True,"['Polish state', 'Rzeczpospolita Polska', 'Republic of Poland', 'Polska', 'Poland', 'Poland', 'Poland', 'Poland', 'Poland.', 'Poland.', 'Poleand', 'pologne', 'Country- Poland', 'Pologne', 'Bastarnia', 'polska', 'bastarnia', 'poland', 'poleand', 'polskor', 'pols land', 'polland', 'polija', 'fourth poland', 'lenkija', 'pole land', 'PolanD', 'Po land', 'Polija', 'Etymology of Poland', 'Polskor', 'country poland', 'Ploand', 'Fourth Poland', 'Architecture of Poland', 'rzeczpospolita polska', 'Polland', 'po land', 'ploand', 'etymology of poland', 'iso 3166 1 pl', 'polish state', 'POLAND', 'poleland', 'ISO 3166-1:PL', 'Polnd', 'Poleland', 'Pole land', 'Pols Land', 'Lenkija', 'architecture of poland', 'polnd', 'republic of poland']"
242,"The country you are describing is Algeria. It is the largest country in North Africa, bordered by Tunisia, Libya, Niger, Mali, Mauritania, Western Sahara, Morocco, and the Mediterranean Sea. Algeria is the largest country on the Mediterranean and the second largest on the African continent and in the Arab world.",True,"['Popular Democratic Republic of Algeria', ""Algerian People's Democratic Republic"", 'Algeria', 'Algeria', 'Algeria', 'Algeria', 'Algeria', 'Algeria', 'Algeria', 'Algeria', 'Algeria', 'Algeria', 'Algeria', 'Dzayer', 'People’s Democratic Republic of Algeria', 'Republic of Algeria', ""People's Republic of Algeria"", ""People's Democratic Republic of Algeria"", 'الجزائر', 'république algérienne démocratique et populaire', 'dzayer', ""Al-Jumhuriyah al-Jaza'iriyah"", 'algerie', 'Name of Algeria', 'algeria country', ""Ad-Dimuqratiyah ash-Sha'biyah"", 'AlgeriA', 'al jumhuriyah al jaza iriyah', 'Subdivisions of Algeria', ""People's Democratic Algerian Republic"", 'algerian peoples democratic republic', 'subdivision of algeria', 'subdivisions of algeria', 'Etymology of Algeria', 'Administrative divisions of Algeria', 'ad dīmuqrāṭīyah ash sha bīyah', 'Algerian Peoples Democratic Republic', 'algerian people s democratic republic', 'name of algeria', 'etymology of algeria', 'republic of algeria', 'Algery', 'people s democratic republic of algeria', 'people s republic of algeria', 'algerian state', 'Algerian State', 'algery', 'people s democratic algerian republic', 'الجمهورية الجزائرية الديمقراطية الشعبية', 'ISO 3166-1:DZ', 'iso 3166 1 dz', 'Algeria country', 'Subdivision of Algeria', 'al jumhuriyah al jaza iriyah ad dimuqratiyah ash shabiyah', 'Algérie', 'al jumhūrīyah al jazā irīyah', 'République algérienne démocratique et populaire', 'Al-Jumhūrīyah al-Jazā’irīyah', 'Ad-Dīmuqrāṭīyah ash-Sha’bīyah', 'algérie', 'administrative divisions of algeria', 'popular democratic republic of algeria', 'algeria', ""Al Jumhuriyah al Jaza'iriyah ad Dimuqratiyah ash Shabiyah"", 'ad dimuqratiyah ash sha biyah', 'Algerie']"
243,"In Italian cookery, soft dumplings made from semolina or wheat flour are called ""gnocchi."" Gnocchi can be made with various ingredients, but the traditional version often includes potatoes, flour, and eggs.",True,"['Gnocchi', 'gnocchetti', 'Gnocco', 'Gnocchetti', 'gnocchi', 'gnocco', 'gnocci', 'Gnocci']"
244,"The Cybermen were first introduced in the ""Doctor Who"" serial titled ""The Tenth Planet,"" which aired in 1966. In this story, the Cybermen are depicted as a race of cyborgs from the planet Mondas, and they serve as one of the Doctor's most iconic adversaries.",True,"['The Tenth Planet', 'Dr Who – Music from the Tenth Planet', 'dr who – music from tenth planet', 'dr who music from tenth planet', 'The Tenth Planet (Doctor Who)', 'tenth planet doctor who', 'tenth planet', 'Dr Who - Music from the Tenth Planet']"
245,"In October 1974, the pop group Sweet reached Number One in the UK charts with their song ""Sad, Sweet Dreamer.""",False,"['Sweet Sensation', 'Sweet Sensation', 'sweet sensation', 'SWEET SENSATION']"
246,Charlotte Edwards is associated with cricket. She is a former England women's cricket team captain and is regarded as one of the leading figures in women's cricket.,True,"['Cricket', 'Cricketer', 'Cricketers', 'cricket game', 'cricket', 'Cricketeer', 'Amature cricket', 'Cricket team', 'Cricketed', 'Not in the spirit of cricket', 'cricketed', 'sports cricket', 'Wicketkeeping', 'Cricket (sport)', 'Spirit of cricket', 'Cricket games', 'Cricket as a social event', 'spirit of cricket', 'cricket sport', 'Cricketplayer', 'Cricketing', 'not in spirit of cricket', 'criket', 'Sports cricket', 'wicketkeeping', 'cricket as social event', 'Kricket', 'cricket team', 'kricket', 'cricketing', 'sport cricket', 'amateur cricket', 'Amateur cricket', 'Creag', 'cricketer', '🏏', 'cricket player', 'The toss', 'Sport cricket', 'Cricket (game)', 'Coin toss (cricket)', 'coin toss cricket', 'Scorecard (cricket)', 'world richest cricketers', 'toss', 'amature cricket', 'World Richest Cricketers', 'Criket', 'cricket clubs', 'creag', 'Cricket Clubs', 'Spirit of Cricket', 'scorecard cricket', 'cricketplayer', 'cricketeer', 'Cricket player', 'cricket club', 'Cricket club', 'cricketers', 'cricket games']"
247,"The first British football team to win the European Cup was Celtic FC. They achieved this historic feat in 1967 by defeating Inter Milan 2-1 in the final, which was held in Lisbon, Portugal. This victory made Celtic the first team from the UK to lift the prestigious trophy.",True,"['Celtic', 'keltic', 'Celtic (Disambiguation)', 'Keltic', 'celto', 'Celto-', 'celtic disambiguation', 'Celtic (disambiguation)', 'celtic', 'Celto']"
248,The French town of Bordeaux lies on the Garonne River.,True,"['Garonne', 'River Garonne', 'Garonne River', 'Garonne river', 'garona', 'river garonne', 'garonne', 'Garona', 'The Garonne River', 'garonne river']"
249,King Charles II nicknamed Virginia 'Old Dominion' for its loyalty to the Crown during the Commonwealth.,True,"['Virginia', 'Virginia', 'Mother of Presidents', 'Commonwealth of Virginia', 'virginia state', 'Virginia (State)', 'VA (state)', 'Virginian Commonwealth', 'The Mother of Presidents', 'State of Virginia', 'Council of Virginia', 'Virgina', 'old dominion', 'Viginia', 'virgina', 'VA, USA', 'council of virginia', 'state of virginia', 'Commonwealth of VA', 'Rest of Virginia', 'virginia', 'Virginia (state)', 'us va', '10th state', 'Virginia, United States', 'va usa', 'virginia united states', 'religion in virginia', 'commonwealth of va', 'rest of virginia', 'US-VA', 'Sports in Virginia', 'The Old Dominion', 'commonwealth of virginia', 'viginia', 'Tenth State', 'tenth state', 'virginia usa state', 'Virginia (USA state)', 'mother of presidents', 'The Commonwealth of Virginia', 'Virginia (U.S. state)', 'va state', 'virginian commonwealth', 'virginia u s state', 'Virginia, USA', 'Religion in Virginia', '10th State', 'Virginia (USA State)', 'sports in virginia', 'virginia usa']"
250,"The story titled ""The Babysitter Murders"" that John Carpenter and Debra Hill began drafting eventually became the film ""Halloween.""",True,"['Halloween', 'Halloween', 'Halloween', 'Halloween', 'allhalloween', 'helloween holiday', 'halowen', 'Trilloween', 'noche de las brujas', 'trilloween', 'dia de las brujas', 'Hallowe’en', ""Old hallow's eve"", 'kuzcoween', 'Hollaween', 'history and folklore of halloween', 'Halloween television specials', 'all saints eve', ""Hallow-e'en"", 'History of Halloween', 'all hallow s eve', 'hallowe en', ""Ol' hallow's eve"", 'snap apple night', 'Halloween Day', ""All Hallows' Eve"", ""Halloween's origin"", 'Dia de las Brujas', 'Helloween holiday', ""All Hallow's Eve"", 'holoween', 'All Saints Eve', 'holloween', 'Holloween', 'All Hallows Eve', 'History and folklore of Halloween', 'halaween', 'halloween games', 'history of halloween', 'ol hallow s eve', 'hollaween', ""Halowe'en"", 'Hallowen', 'haloween', 'Noche de las Brujas', 'Snap Apple Night', ""Hallowe'en"", 'halloween television specials', 'halloween s origin', 'hollowen', 'hallowen', ""Allhallowe'en"", 'Halowen', 'Haloween', 'night of darkness', 'Kuzcoween', 'old hallow s eve', ""Hallowe'En"", 'Holoween', 'Allhalloween', 'halloween day', 'Night of darkness', 'halloween', 'allhallowe en', 'all hallows even', 'halowe en', 'Halloween games', ""All Saints' Eve"", 'hallow e en', 'día de las brujas', 'all hallows eve', 'Día de las Brujas', 'All Hallows’ Even', 'Halaween', 'Hollowen']"
251,"The rodent that rears its young, called kittens, in a nest called a drey is the squirrel. Squirrels build dreys in trees, where they raise their young.",True,"['Squirrels', 'Squirrels', 'Squirrel', 'Squirrel', 'squirl', 'Eichhoernchen', 'bushy tailed tree rat', 'Rats with bushy tails', 'Sciuridae', 'squirrl', 'Scuridae', 'scuridae', 'squirrel', 'scuiridae', 'Bigtail rat', 'skiouros', 'Bushy tailed tree rat', 'Squirrell', 'sciuridae', 'Eichhornchen', 'Squirl', 'squirell', 'bigtail rat', 'squirel', 'Squirrl', 'eichhornchen', 'squirrell', 'Skiouros', 'sciurid', 'Sciurid', 'Eichhörnchen', 'Squirell', 'Scuiridae', 'squirrels', 'eichhörnchen', 'rats with bushy tails', 'eichhoernchen', 'Squirel']"
252,"""Sports Illustrated"" magazine's first ""Sportsman of the Year"" was Roger Bannister, who was awarded the title in 1954. He was recognized for being the first person to run a mile in under four minutes.",True,"['Roger Bannister', 'Roger Gilbert Bannister', 'sir bannister', 'Bannister, Sir Roger Gilbert', 'roger gilbert bannister', '3 minute mile', 'roger bannister', 'Roger banister', 'Sir Bannister', 'sir roger bannister', 'roger banister', 'bannister sir roger gilbert', 'Sir Roger Bannister']"
253,"The main international cricket competitions include Test matches, One Day Internationals (ODIs), and Twenty20 Internationals (T20Is).",True,"['T20I', 'Twenty20 International', 'Twenty20 International', 'Twenty20 Internationals', 'T20 International', 'international twenty20', 'Twenty20 international', 't20i', 'twenty 20 international', 'Twenty 20 International', 'twenty20 international cricket', 'Twenty20 International cricket', 't20 international', 'twenty20 internationals', 'International Twenty20', 'twenty20 international']"
254,"The US state that ended prohibition in November 1948, after having the law in place for 68 years, is Mississippi.",False,"['Kansas', 'Kansas', 'The Sunflower State', 'Transportation in Kansas', 'sunflower state', 'Sports in Kansas', '34th state', 'Geography of Kansas', 'demographics of kansas', 'cansas', 'economy of kansas', 'State of Kansas', 'kansas united states', 'Kansas, United States', 'kansas u s state', 'KS, USA', 'Kans.', 'geography of kansas', 'politics of kansas', 'ks usa', 'kans', 'kansasanian soviet socialist republic', 'Climate of Kansas', 'Law of Kansas', 'Kan.', 'kansas state', 'culture of kansas', 'Thirty-fourth State', 'Kansas (state)', 'Transport in Kansas', 'law of kansas', 'Kansasanian Soviet Socialist Republic', 'brownbackistan', 'Economy of Kansas', 'Sunflower State', 'Kansas (U.S. state)', 'kan', 'Demographics of Kansas', 'sports in kansas', 'state of kansas', 'thirty fourth state', 'Kansas (State)', 'Culture of Kansas', 'kansas', 'Politics of Kansas', 'transportation in kansas', '34th State', 'Brownbackistan', 'religion in kansas', 'Religion in Kansas', 'Thirty-Fourth State', 'Cansas', 'transport in kansas', 'climate of kansas']"
255,"In the game of Bingo, the phrase ""Get up and run"" represents the number 61.",False,"['31', 'thirty one', 'thirty-one']"
256,"The final battle of King Arthur, at which he was mortally wounded, is known as the Battle of Camlann. In this battle, Arthur faced off against his nephew Mordred, leading to a tragic confrontation that ultimately resulted in Arthur's defeat and fatal injuries.",True,"['Camlan', 'Battle of Camlann', 'Battle of Camlan', 'Camlann', 'battle of camlann', 'Battle Of Camlann', 'BATTLE OF CAMLANN', 'Battle of camlann', 'camlan', 'camlann', 'battle of camlan']"
257,The European nation that was the colonial power of Indonesia for 350 years until officially ceding control in December 1949 is the Netherlands.,True,"['Northern Netherlands', 'The Netherlands', 'The Netherlands', 'The Netherlands', 'Netherlands', 'Netherlands', 'Netherlands', 'Netherlands', 'European Netherlands', 'Netherlands (European territory)', 'Administrative divisions of the netherlands', 'nyderlandai', 'Netherlands, (Dut/Hol)', 'northern netherlands', 'climate of netherlands', 'ISO 3166-1:NL', 'Olanda', 'Nederlandia', 'Administrative divisions of the Netherlands', 'Netherlands, The', 'netherland', 'iso 3166 1 nl', 'Neatherlands', 'Metropolitan Netherlands', 'dutch inhabitants', 'netherlands historytalk', 'netheralands', 'The netherlands', 'netherlands', 'neatherlands', 'nederlandia', 'european netherlands', 'capitals of holland', 'pays bas', 'administrative divisions of netherlands', 'olanda', 'Holland (country)', 'NETHERLANDS', 'netherlands dut hol', 'subdivisions of netherlands', 'The Netheralands', 'netherlands european territory', 'holland country', 'Nehterlands', 'mainland netherlands', 'The netherland', 'Pays-Bas', 'Netherlands/HistoryTalk', 'Capitals of Holland', 'Climate of the Netherlands', 'Dutch inhabitants', 'Nyderlandai', 'Mainland Netherlands', 'nehterlands', 'Subdivisions of the Netherlands', 'metropolitan netherlands']"
258,"The song ""Second Hand Rose"" is featured in the musical **""Funny Girl.""** It was famously performed by Barbra Streisand in the original Broadway production.",True,"['Funny Girl', 'Funny Girl', 'FUNNY GIRL', 'Funny Girl (disambiguation)', 'funny girl disambiguation', 'funny girl']"
259,"Rathlin Island was a refuge for Robert the Bruce, the Scottish King, in 1306. After being crowned King of Scots, he fled to the island to escape his enemies.",True,"['Robert the Bruce', 'Robert the Bruce', 'Robert the Bruce', 'Robert Brus', 'Robert de Brus', 'King Robert I of Scotland', 'Robert Bruce', 'Robert de Brus, Lord of Annandale', 'King Robert the Bruce', 'Robert I of Scotland', 'Robert Bruce, Lord of Annandale', 'Robert Bruce of Annandale', 'robert bruce biography', 'robert bruce of annandale', 'robert de bruys', 'robert bruce', 'robert de brus', 'Roibert I of Scotland', 'Robert de brus', 'king robert i of scotland', 'king robert bruce', 'raibeart bruis', 'roibert i of scotland', 'robert bruce lord of annandale', 'roibert briuis', 'Robert The Bruce', 'Roibert a Briuis', 'Robert the bruce', 'robert i scotland', 'Robert I (Scotland)', 'Robert de Bruys', 'Raibeart Bruis', 'robert viii de bruce', 'king bruce of scotland', 'Robert bruce biography', ""Robert 'the Bruce'"", 'robert i of scotland bruce', 'Robert VIII de Bruce', 'King bruce of scotland', 'Robert bruce', 'robert i of scotland', 'robert brus', 'Robert I of Scotland, the Bruce', 'robert de brus lord of annandale']"
260,"The title given to the daughters of the Kings of Spain and Portugal who were not the heir to the throne is ""Infanta."" This title is used for royal princesses in both countries.",True,"['Infante', 'infanta of león', 'infantes', 'Infante of Spain', 'infante of spain', 'Infanta', 'infanta of spain', 'Infanta of León', 'infanta infante', 'infante', 'Infantes', 'Infanta of Castile', 'infanta of castile', 'infanta de castile', 'Infanta Infante', 'Infanta of Spain', 'Infanta de Castile', 'infanta']"
261,"Nucleic acids were first identified and isolated by Friedrich Miescher in 1869. He discovered a substance he called ""nuclein"" while studying the composition of cell nuclei, which was later understood to be DNA. Miescher's work laid the foundation for the subsequent identification and understanding of DNA as the genetic material.",True,"['Friedrich Miescher', 'Friederich Miescher', 'Friedrich Mieschler', 'Johann Friedrich Miescher', 'friederich miescher', 'friedrich meischer', 'johann friedrich miescher', 'j f miescher', 'friedrich mieschler', 'friedrich miescher', 'johan friedrich miescher', 'J. F. Miescher', 'Friedrich Meischer', 'Johan Friedrich Miescher']"
262,"The international treaties of 1899 and 1907 that cover the use of weapons in war are known as the **Hague Conventions**. 

1. **Hague Convention of 1899**: This was the first international agreement to regulate the conduct of warfare. It included provisions on the laws and customs of war, the treatment of prisoners of war, and the protection of civilians. It also addressed the use of certain types of weapons and prohibited the use of projectiles that are solely intended to cause unnecessary suffering.

2. **Hague Convention of 1907**: This expanded upon the earlier convention and included additional regulations regarding the conduct of hostilities, the treatment of prisoners, and the rights of neutral parties. It reaffirmed many of the principles established in the 1899 convention and introduced further rules regarding the use of weapons and the conduct of armed forces.

Both conventions laid the groundwork for modern international humanitarian law and continue to influence the laws of armed conflict today.",True,"['Hague Conventions', 'Hague Convention', 'hague convention', 'Hague conventions', 'The Hague Convention', 'Hague convention', 'haig convention', 'hague convention disambiguation', 'hague conventions', 'Hague Convention (disambiguation)', 'Haig convention']"
263,'E pluribus unum' is a motto that is found on the national seal and banknotes of the United States.,True,"['The United States of America', 'Usa', 'The United States of America.', 'Etymology of the United States', 'Etymology of the United States', 'Etymology of the United States', 'United States of America', 'America', 'America', 'U.S.', 'U.S.', 'U.S.', 'United States', 'United States', 'United States', 'States of America', 'US', 'US', 'United States of America.', 'United States of America/OldPage', 'U.S', 'U.S', 'U.S', 'These United States of America', 'Name of the United States', 'Name of the United States', 'Name of the United States', 'United States of America/Introduction', 'Nited States', 'Americaland', 'amarica', 'stati uniti d america', 'United Staets of America', 'Estatos Unitos', 'Us of a', 'usofa', 'U–S–A', 'America-class', 'Etats-Unis', 'Verenigde State van Amerika', 'Nagkaisang mga Estado', 'UNited States', 'VS Amerika', 'The Unites States of America', 'federal united states', 'u s', 'U S A', 'Los Estados Unidos', 'u –s –', 'United States Of America', 'U S of A', 'united states country', 'U-S-A', 'Estaos Unios', 'The U S of America', 'USoA', ""États-Unis d'Amérique"", 'America (United States of)', 'americia', 'u –s', 'america country', 'Estaos Uníos', 'yankee land', 'Unitd states', 'Unites States', 'United Stated', 'states of america', 'Unite States', 'united states of america oldpage', 'EE. UU.', 'amurika', 'united states u s', 'UNITED STATES', 'Estados unidos', 'us', 'us america', 'America (USA)', 'US of america', 'The U. S. of America', 'United States of American', 'america', 'unites states', 'United States (U.S.A.)', 'amerka', 'u s america', 'The U-S-A', 'Estados Unidos de America', 'The U–S–A', 'america united states of', 'Amurka', 'united states of america u s', 'U.–S.–A.', 'United States (US)', 'usoa', 'United-States', 'unietd states', 'U. S.', 'The U-S', 'Untied States of America', 'The U S', 'U.S.A', 'etats unis', 'The U.S. of America', 'EE UU', 'u–s', 'The United-States', 'U.S.A.', 'The united states of america', 'United states of america', 'États-Unis', 'U.S. A', 'U–S', 'american united states', 'The U.S.A.', 'The United States Of America', 'V.S. America', 'America magazine', 'amurica', 'los estados unidos de america', 'untied states of america', 'united states of american', 'U.S. America', 'untied states', 'ee uu', 'U. S. of A', 'America (US)', 'United+States', 'The US of america', 'united stated', 'Amarica', 'unitd states', 'Estados Unidos', 'US (country)', 'america united states', 'u s american', 'us and', 'los estados unidos', 'u–s–', 'amercia', 'Untied States', 'AmericA', 'these united states of america', 'The U S A', 'united state of america', 'Federal United States', 'U.S. OF A', 'U.–S.', 'EE.UU.', 'United States of America (U.S.A.)', ""Stati Uniti d'America"", 'eeuu', 'unites states of america', 'united states of america', ""'merica"", 'United State of America', 'United States (U.S.)', 'The U.-S.', 'American United States', 'united states america', 'United States of America (USA)', 'United States of America (redirect)', 'ISO 3166-1:US', 'états unis', 'United States (of America)', ""Etats-Unis d'Amerique"", 'AMERICA', 'united states of america usa', 'usa', 'U.S. of America', 'united states of america introduction', 'U.s.a.', 'The U. S. A.', 'The Us', 'v s amerika', 'los estados unidos de américa', 'Americophile', 'UNITED STATES OF AMERICA', 'US of A', 'united staets of america', 'u s of', 'U.S.American', 'US America', 'US and A', 'THE AMERICAN UNITED STATES', 'america us', 'United Sates', 'estados unidos', 'iso 3166 1 us', 'Amurika', 'name of united states', 'us of', 'USA', 'Verenigde State', 'estaos unios', 'US of America', 'The U.–S.–A.', 'united states', 'The U.-S.-A.', 'United sates', 'VS America', 'united states introduction', 'united–states', 'merica', 'america usa', 'unitesd states', 'nagkaisang mga estado', 'U.S.A.)', 'United States (country)', 'The U S of A', 'unitedstates', 'verenigde state', 'The US', 'America class', 'America (United States)', 'United states of America', 'U.S. of A', 'estaos uníos', 'americaland', 'U S of America', 'United–States', 'U S', 'Yankee land', 'V.S. Amerika', 'Unite states of america', 'The U.S. of A', 'USofA', 'america magazine', 'america class', 'vereinigte staaten', 'Amurica', 'Los Estados Unidos de América', 'unite states of america', 'U-S', 'The U. S.', 'Americia', 'estados unidos de america', 'v s america', 'U.-S.', 'états unis d amérique', 'estados unidos de américa', 'The Usa', 'united states us', 'EEUU', 'The United States', 'The U.S.', 'THE UNITED STATES OF AMERICA', 'Los Estados Unidos de America', 'vs amerika', 'unite states', 'nited states', 'The US of A', 'u s of america', 'united sates', 'vs america', 'United States/Introduction', 'us of america', 'Unietd States', 'U. S. of America', 'The U–S', 'United States America', 'America, United States of', 'The USA', 'Amercia', 'Unitesd states', 'etymology of united states', 'U. S. A.', 'united states of america redirect', 'United States Of Amerca', '(USA)', 'The U.–S.', 'America (country)', 'amurka', 'united states of amerca', 'الولايات المتحدة الأمريكية', 'United state of america', 'The United–States', 'verenigde state van amerika', 'americophile', 'The US of America', 'Amerka', 'U.-S.-A.', 'Vereinigte Staaten', 'United states', 'The U. S. of A', '(US)', 'estatos unitos', 'etats unis d amerique', 'United+States+of+America', 'UnitedStates', 'U,S,', 'us country', 'Estados Unidos de América']"
264,"In a hurling team, there are 15 players on the field. This includes 1 goalkeeper, 6 defenders, 2 midfielders, and 6 forwards.",True,"['fifteen', '15', '15']"
265,"The famous London building completed in 1951 from a design by Hugh Casson is the **Royal Festival Hall**. It was built as part of the Festival of Britain, which aimed to promote a sense of recovery and progress in post-war Britain.",True,"['Royal Festival Hall', 'Royal Festival Hall', 'Royal Festival', 'Royal Festival', 'royal festival hall', 'royal festival', 'london festival hall', 'London Festival Hall', 'ROYAL FESTIVAL HALL', 'The Royal Festival Hall']"
266,"The 1969 film that marked the directorial debut of Richard Attenborough is ""Oh! What a Lovely War."" It is based on the stage musical of the same name and presents a satirical view of World War I.",True,"['Oh! What a Lovely War', 'Oh! What a Lovely War', 'Oh! What A Lovely War!', 'OH! WHAT A LOVELY WAR', 'oh what lovely war', 'bertie smith', 'Bertie Smith', 'Oh! What A Lovely War']"
267,"Coptic Christians are primarily found in Egypt, where they represent the largest Christian community in the country. The Coptic Orthodox Church is one of the oldest Christian denominations in the world, and Copts have a significant cultural and historical presence in Egypt. There are also smaller Coptic communities in other countries, including the United States, Canada, Australia, and some European nations, due to migration.",True,"['Egypt', 'Gift of the Nile', 'Kemmet', 'gift of nile', 'Arab Republic of Egypt', 'Eygpt', 'r egypt', 'etymology of egypt', 'egipt', 'name of egypt', 'eypt', 'republic of eygpt', 'eygpt', 'جمهوريّة مصرالعربيّة', 'jumhuriyat misr al arabiyah', ""Jumhuriyat Misr al'Arabiyah"", 'egyptian republic', 'arab republic of egypt', 'Eypt', 'Egipto', 'Etymology of Egypt', 'Egypte', 'egipto', 'egypt', 'egypt info', 'national identity of egyptians', 'Name of Egypt', 'A .R . EGYPT', 'A .R . Egypt', 'Republic of Eygpt', 'Égypte', 'Egypt info', 'ejipt', 'Names of Egypt', 'kimet', 'Kimet', 'Egypt (name)', 'eytp', 'A.R. Egypt', 'EGY', 'names of egypt', 'مصر', 'The Arab Republic of Egypt', 'National identity of Egyptians', 'egypt name', 'Arab Republic Of Egypt', 'Egyptian Republic', 'iso 3166 1 eg', 'égypte', 'egypte', 'egy', 'Miṣr', 'Eytp', 'second egyptian republic', 'miṣr', 'ISO 3166-1:EG', 'kemmet', 'Egipt', 'جمهورية مصرالعربية', 'Ejipt', 'Second Egyptian Republic']"
268,"The ancient civilization you are referring to is the Phoenician civilization. The Phoenicians were known for their maritime trade, seafaring skills, and the development of one of the earliest alphabets. Their heartland was indeed along the coastal regions of modern-day Lebanon, Syria, and northern Israel, with prominent city-states such as Tyre, Sidon, and Byblos.",True,"['Phoenicians', 'Phoenicians', 'Phoenicians', 'Phoenicia', 'Phoenicia', 'Phoenicia', 'phoenecians', 'phonicia', 'phœnicia', 'Phonecia', 'kinahna', 'Phoiníkē', 'fīnīqīyah', 'phœnicians', 'fenicia', 'Phoenician Chronology', 'Phoinikia', 'Foreign relations of Phoenicia', 'foenicia', 'phoenicia', 'Fenicia', 'phenicia', 'Phoenecian', 'phonicians', 'Phenicia', 'phoenicê', 'Phœnicia', 'Fīnīqīyah', 'Phonicians', 'phenice', 'Kinahna', 'Phoenician people', 'phoinikia', 'phoenician art', 'phonecia', 'phoenician people', 'foreign relations of phoenicia', 'Phoenecians', 'Phocae', 'Foenicia', 'Phonicia', 'phoenician civilization', 'Phoenician chronology', 'Phœnicians', 'phoenecian', 'phoenicians', 'Phoenicê', 'phoiníkē', 'phocae', 'phoenician chronology', 'phonecian', 'Phonecian', 'Phenice', 'Phoenician civilization', 'Phoenician art']"
269,"The sports event that was first held at Worcester, Massachusetts in 1927 is the National Collegiate Athletic Association (NCAA) Men's Ice Hockey Championship.",False,"['Ryder Cup', 'Ryder Cup', 'Ryder Cup', 'Ryder Cup Matches', 'Rider cup', 'Ryder cup', 'The Ryder Cup', 'ryder cup matches', 'rider cup', 'ryder cup']"
270,"An alternative name for members of the Church of Jesus Christ of Latter-day Saints is ""Mormons."" This term is derived from the Book of Mormon, one of their sacred texts. However, the church has encouraged the use of its full name and the term ""Latter-day Saints"" in recent years.",True,"['Mormons', 'Mormon', 'Utah Mormon', 'liberal mormon', 'mormon population statistics', 'Mormon population statistics', 'utah mormon', 'mormon', 'mormons', 'Liberal Mormon']"
271,"Coco Chanel is famous for popularizing the 'little black dress' in the 1920s. She introduced this iconic fashion staple as a versatile and elegant option for women, which became a timeless piece in women's wardrobes.",True,"['Coco Chanel', 'Gabrielle Chanel', 'mademoiselle chanel', 'gabrielle 22coco 22 chanel', 'Gabriella Bonheur Chanel', 'coco chanel', 'chateau de cremat', 'gabrielle bonheur chanel', 'Gabrielle %22Coco%22 Chanel', 'gabrielle chanel', 'coco chanel couch', 'Chateau de Cremat', 'Mademoiselle Chanel', 'Coco Chanel couch', 'Gabrielle Bonheur Chanel', 'gabriella bonheur chanel']"
272,"David used only one of the five stones he had gathered to kill Goliath. The story, found in the biblical account of 1 Samuel 17, describes how David selected five smooth stones from a brook, but he only needed one to defeat the giant.",True,"['01', 'Number 1 (song)', '1 album disambiguation', 'no 1 song', 'Number One (album)', '1 (disambiguation)', 'One (album)', 'one song', '01 (disambiguation)', 'Number One (Song)', 'number one film', 'no 1 disambiguation', 'Number One (song)', 'number 1 song', 'No 1 (disambiguation)', 'One (telecommunications)', 'one novel', 'One (album disambiguation)', 'one album disambiguation', 'One (single)', 'one album', 'Number One (character)', 'one', 'One-', 'Number 1 (disambiguation)', 'number 1 disambiguation', 'One (song)', 'Number 1 (single)', '01 disambiguation', 'no 1 album', 'One (EP)', 'one single', 'No.1 (song)', 'one disambiguation', '1 (album) (disambiguation)', 'one ep', 'number one disambiguation', 'number 1 album', '1 film', '1 album', 'number one album', 'Number One (film)', '1 (film)', 'One (disambiguation)', '1 disambiguation', 'number one song', '1 (album)', 'No. 1 (album)', 'number one character', 'Number 1 (Album)', 'One (novel)', 'number 1 single', 'ONE', 'one telecommunications', 'Number 1 (album)', 'No. 1 (disambiguation)', 'Number One (disambiguation)', 'One (Album)']"
273,"In the King James Version of the Bible, the eponymous book of the Old Testament that follows 'Esther' and precedes 'Psalms' is the book of 'Job'.",True,"['Job', 'Job', 'Vacancy (economics)', 'Dayjob', 'JOB', 'Job change', 'Job (role)', 'job', 'job role', 'Job opening', 'job change', 'dayjob', ""'JOB'"", 'vacancy economics', 'Demand for additional workers', 'job opening', 'Day job', 'day job', 'demand for additional workers']"
274,"In the men's singles event of badminton at the Summer Olympics from its debut in 1992 to 2008, the following players won gold medals:

1. **1992** - Poul-Erik Høyer Larsen (Denmark)
2. **1996** - Lee Chong Wei (Malaysia)
3. **2000** - Ji Xinpeng (China)
4. **2004** - Taufik Hidayat (Indonesia)
5. **2008** - Lin Dan (China)

Thus, there are **5 different people** who won gold medals in the men's singles event from 1992 to 2008.",True,"['five', 'five', 'five', '5', '5', '5', '5', '5']"
275,"The English TV presenter who became very famous on December 1, 1976, for interviewing the punk band The Sex Pistols live on TV, prompting much bad language from the band, is **Bill Grundy**. The interview is often cited as a significant moment in the history of punk music and television.",True,"['Bill Grundy', 'Bill Grundy', 'Bill GRUNDY', 'bill grundy']"
